id,recipient,agency_name,year_received,date_received,donor,donor_country,gift_description,value_usd,justification
3288,"The Honorable Sean McCormack, Assistant Secretary of State for Public Affairs and Department Spokesman",Department of State,2008,NA,"Colonel Muammar Abu Minyar al-Qadhafi, Leader of the Revolution of the Great Socialist People's Libyan Arab Jamahiriya",Libya,"Men's watch, RADO brand with small likeness of Qadhafi's face on watch face. Rec'd-- September 4, 2008. Est. Value--$800.00. Location--Pending Transfer to General Services Administration.",800,Non-acceptance would cause embarrassment to donor and U.S. Government
3289,"The Honorable Nancy G. Brinker, Chief of Protocol",Department of State,2008,NA,"His Royal Highness Abdullah bin Abd al- Aziz Al Saud, Custodian of the Two Holy Mosques and King of the Kingdom of Saudi Arabia",Saudi Arabia,"(1) His and Hers watches (2) emerald and diamond bracelet, earrings, and ring set (3) cufflinks with onyx (4) Tiffany's pen. Rec'd--January 14, 2008. Est. Value-- $65,000.00. Location-- Pending Transfer to General Services Administration.",65000,Non-acceptance would cause embarrassment to donor and U.S. Government
3290,"The Honorable Clark T. Randt, Jr., U.S. Ambassador to the People's Republic of China",Department of State,2008,NA,"Mr. Lu Chang Cheng, Director General of the Public Security Bureau of Beijing Capital International Airport",NA,"Traditional Chinese small clay teapot produced by artist. Rec'd--September 22, 2008. Est. Value-- $1,857.00. Disposition--Permissio n to Retain for official use only.",1857,Non-acceptance would cause embarrassment to donor and U.S. Government
3291,"The Honorable Clark T. Randt, Jr., U.S. Ambassador to the People's Republic of China",Department of State,2008,NA,"His Excellency Ahmad Eklil Hakimi, Ambassador of Afghanistan to China",Afghanistan,"Traditional rug, approximately 3x5 feet, red with colored pattern. Rec'd-- October 10, 2008. Est. Value--$500.00. Disposition--Permissio n to Retain for official use only.",500,Non-acceptance would cause embarrassment to donor and U.S. Government
3292,"Jess Baily, U.S. Team Leader, Erbil Regional Reconstruction Team in Iraq",Department of State,2008,NA,"His Excellency Nechervan Idris Barzani, Prime Minister of the Kurdistan Regional Government in Erbil, Iraq",Iraq,"6.1 x 4.2 foot silk carpet of Iranian origin. Rec'd--June 23, 2008. Est. Value-- $1,900.00. Location-- Transfer to General Services Administration.",1900,Non-acceptance would cause embarrassment to donor and U.S. Government
3293,"The Honorable David Hale, U.S. Ambassador to Jordan",Department of State,2008,NA,"His Majesty Abdullah II bin al Hussein, King of the Hashemite Kingdom of Jordan",Jordan,"One Audemars Piguet Royal Oak Jumbo watch with steel bracelet and white dial. Rec'd-- February 7, 2008. Est. Value--$12,500.00. Location--Pending Transfer to General Services Administration.",12500,Non-acceptance would cause embarrassment to donor and U.S. Government
3294,"Tatum Fraites, Intern in the Office of the Chief of Protocol",Department of State,2008,NA,"His Highness Mohammad bin Rashid al Maktoum, Vice President and Prime Minister of the United Arab Emirates and Ruler of Dubai",United Arab Emirates,"Women's silver TagHeuer watch with pink face, ``Aqua Pacer'' REC3082. Rec'd-- September 3, 2008. Est. Value--$2,600.00. Location--Pending Transfer to General Services Administration.",2600,Non-acceptance would cause embarrassment to donor and U.S. Government
3295,"Veronica Ruano, Protocol Officer",Department of State,2008,NA,"His Highness Mohammad bin Rashid al Maktoum, Vice President and Prime Minister of the United Arab Emirates and Ruler of Dubai",United Arab Emirates,"Women's silver TagHeuer watch-- ``Aqua Pacer'' ERM9625. Rec'd--August 26, 2008. Est. Value-- $1,500.00. Location-- Pending Transfer to General Services Administration.",1500,Non-acceptance would cause embarrassment to donor and U.S. Government
3296,"Thomas Rathburn, Budget Analyst for Office of the Chief of Protocol",Department of State,2008,NA,"His Highness Mohammad bin Rashid al Maktoum, Vice President and Prime Minister of the United Arab Emirates and Ruler of Dubai",United Arab Emirates,"Men's TagHeuer Watch-- silver with black face. Rec'd--August 29, 2008. Est. Value-- $3,400.00. Location-- Pending Transfer to General Services Administration.",3400,Non-acceptance would cause embarrassment to donor and U.S. Government
3297,"The Honorable David Hale, U.S. Ambassador to Jordan",Department of State,2008,NA,"His Majesty King Abdullah II bin al Hussein, King of the Hashemite Kingdom of Jordan and His Excellency Prince Faisal Al Fayez, Minister of the Royal Court of the Hashemite Kingdom of Jordan",Jordan,"One MTM Special Ops Black Predator Military watch. Rec'd-- July 2, 2008. Est. Value--$450.00. Location--Pending Transfer to General Services Administration.",450,Non-acceptance would cause embarrassment to donor and U.S. Government
3298,"The Honorable Goli Ameri, Assistant Secretary of State for Educational and Cultural Affairs",Department of State,2008,NA,"His Excellency Bahram Aksharzaden, President of the Islamic Republic of Iran Weightlifting Federation, Iranian Ministry of Sport",Iran,"Synthetic, red and yellow Persian Rug, 4 x 6 feet. Rec'd--July 17, 2008. Est. Value-- $340.00. Location-- Pending Transfer to General Services Administration.",340,Non-acceptance would cause embarrassment to donor and U.S. Government
3299,"Major General Benjamin Mixon, Commanding General 25th Infantry Division",Department of Army,2007,2007-08-30,"Prime Minister Barzani, Kurdish Region, Iraq",Iraq,"Quom Medallion design rug, silk pile on silk foundation, 6'4'' x 9'9''. Rec'd--8/30/ 2007. Est. Value-- $8,500.00. Disposition--Tropic Lightning Museum, 25th Infantry Division, Fort Shafter, HI for Official Use.",8500,Non-acceptance would cause embarrassment to donor and U.S. Government
3300,"Lieutenant General Steven R. Whitcomb, Commander, Third Army/U.S. Army Central/Coalition Forces Land Component Command",Department of Army,2008,NA,"Major General Duail Slaman Al Khalifa, Chief of Staff, Bahrain Defense Forces",Bahrain,"Etienne Aigner designer silver and horseshoe- shaped MEN's watch ($900); Etienne Aigner designer silver and horseshoe-shaped WOMEN's watch ($900). Rec'd--10/2007. Est. Value--$1,800.00. Disposition--Turned in to GSA.",1800,Non-acceptance would cause embarrassment to donor and U.S. Government
3301,"Lieutenant General Steven R. Whitcomb, Commander, Third Army/U.S. Army Central/Coalition Forces Land Component Command",Department of Army,2008,NA,Unknown Kuwait Government Official,Kuwait,(1) Etienne Aigner designer watch A19211 ($305); (2) Givenchy pale pink leather woman's wallet ($200). Rec'd--10/2007. Est. Value--$505.00. Disposition--Turned in to GSA.,505,Non-acceptance would cause embarrassment to donor and U.S. Government
3302,"Lieutenant General Steven R. Whitcomb, Commander, Third Army/U.S. Army Central/Coalition Forces Land Component Command",Department of Army,2008,NA,"Brigadier General Fahed Al-Qyarain, Land Forces Commander, Qatar",Qatar,"Christian Dior silver band, gold face woman's watch. Rec'd-- 2006. Est. Value-- $500.00. Disposition-- Turned in to GSA.",500,Non-acceptance would cause embarrassment to donor and U.S. Government
3303,"Lieutenant General Steven R. Whitcomb, Commander, Third Army/U.S. Army Central/Coalition Forces Land Component Command",Department of Army,2007,2007-06-26,"Brigadier General Fahed Al-Qyarain, Land Forces Commander, Qatar",Qatar,"Christian Dior silver band, square face man's watch. Rec'd--6/ 26/2007. Est. Value-- $600.00. Disposition-- Turned in to GSA.",600,Non-acceptance would cause embarrassment to donor and U.S. Government
3304,"Lieutenant General Steven R. Whitcomb, Commander, Third Army/U.S. Army Central/Coalition Forces Land Component Command",Department of Army,2008,NA,Unknown Qatar Government Official,Qatar,Murex silver with round face man's watch. Rec'd--2007. Est. Value--$350.00. Disposition--Turned in to GSA.,350,Non-acceptance would cause embarrassment to donor and U.S. Government
3305,"Lieutenant General Steven R. Whitcomb, Commander, Third Army/U.S. Army Central/Coalition Forces Land Component Command",Department of Army,2008,NA,Unknown Qatar Government Official,Qatar,"Breitling silver with oversized face man's watch. Rec'd--2007. Est. Value--$3,000.00. Disposition--Turned in to GSA.",3000,Non-acceptance would cause embarrassment to donor and U.S. Government
3306,"Lieutenant General Steven R. Whitcomb, Commander, Third Army/U.S. Army Central/Coalition Forces Land Component Command",Department of Army,2007,2007-10-01,"Major General Al-Kabe, United Arab Emirates",United Arab Emirates,De-milled cased AK 47. Rec'd--10/1/2007. Est. Value--$795.00. Location--Headquarters Third Army/U.S. Army Central/Coalition Forces Land Component Command APO AE 09306 for Official Use.,795,Non-acceptance would cause embarrassment to donor and U.S. Government
3307,"Major General Mark P. Hertling, Commanding General, Multi-National Division-North",Department of Army,2008,2008-04-10,"Lieutenant General P.K. Sing, Para Vishisht Seva Medal, Ati Vishist Seva Meda, General Officer Commanding-in-Chief. H2 South Western Command of the Republic of Indonesia",Indonesia,"Pamshal Factory Carpet, 200 cm x 300 cm. Rec'd--4/10/2008. Est. Value--$600.00. Location--Location: Freedom Rest-North Facility, 1st Armored Division, Multi- National Division- North, Contingency Operating Base Speicher, Tikrit, Iraq, APO AE 09393 for Official Use.",600,Non-acceptance would cause embarrassment to donor and U.S. Government
3308,"Brigadier General Vincent K. Brooks, Deputy Commanding General (Support), Multi-National Division Baghdad and 1st Cavalry Division",Department of Army,2007,2007-11-20,"Sheik Umar al-Jubur, Advisor to Iraqi Vice President Tariq al- Hashimi",Iraq,"Handmade floral area rug, 7' x 10'. Rec'd-- 11/20/2007. Est. Value--$1,000.00. Location--Location: 1st Cavalry Division Command Group's Headquarters, Iraq for Official Use.",1000,Non-acceptance would cause embarrassment to donor and U.S. Government
3309,"Major General Peter M. Vangjel, Commanding General, United States Fires Center of Excellence and Fort Sill",Department of Army,2008,2008-08-07,"Major Saeed, Field Artillery, Army, United Arab Emirates",United Arab Emirates,"Longines Presence watch, model L4.720.4.12.6. Rec'd-- 8/7/2008. Est. Value-- $750.00. Location-- Location: Snow Hall, U.S. Army Field Artillery School, 1210 NW Schimmelpfennig Road, Fort Sill, OK 73503. Kept for Official Use.",750,Non-acceptance would cause embarrassment to donor and U.S. Government
3310,"Major General Francis J. Wiercinski, Deputy Commanding General, Multi- National Division-North, Iraq",Department of Army,2007,2007-09-27,"Prime Minister Nechirvan Barzani, Prime Minister, Kurdistan Regional Government",NA,"Persian Iranian rug. Rec'd--9/27/2007. Est. Value--$1,000.00. Location--Disposition: Pending Transfer to General Services Administration.",1000,Non-acceptance would cause embarrassment to donor and U.S. Government
3311,"Major General Francis J. Wiercinski, Deputy Commanding General, Multi- National Division-North, Iraq",Department of Army,2007,2007-09-29,Oil Director of Kurdistan Regional Government,NA,"Gold necklace. Rec'd--9/ 29/2007. Est. Value-- $1,500.00. Location-- Disposition: Pending Transfer to General Services Administration.",1500,Non-acceptance would cause embarrassment to donor and U.S. Government
3312,"Major General Francis J. Wiercinski, Deputy Commanding General, Multi- National Division-North, Iraq",Department of Army,2007,2007-10-05,"Sarkis Aghajan Manendu, Minister of Finance and Economy for Kurdistan Regional Government",NA,"Gold necklace, earrings, and ring set). Rec'd--10/5/ 2007. Est. Value-- $1,800.00. Location-- Disposition: Pending Transfer to General Services Administration.",1800,Non-acceptance would cause embarrassment to donor and U.S. Government
3313,"Major General Francis J. Wiercinski, Deputy Commanding General, Multi- National Division-North, Iraq",Department of Army,2007,2007-10-01,Minister of Defense for Kurdistan Regional Government,NA,"Red Persian rug. Rec'd-- 10/1/2007. Est. Value-- $2,000.00. Location-- Disposition: Pending Transfer to General Services Administration.",2000,Non-acceptance would cause embarrassment to donor and U.S. Government
3314,"Major General Francis J. Wiercinski, Deputy Commanding General, Multi- National Division-North, Iraq",Department of Army,2007,2007-10-08,Minister Sarkazi (additonal data not available),NA,Cultural dance outfit. Rec'd--10/8/2007. Est. Value--$350.00. Location--Disposition: Pending Transfer to General Services Administration.,350,Non-acceptance would cause embarrassment to donor and U.S. Government
